loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
829,4, Not Graduate, No,6300000,21900000,10,538,9600000,5400000,19300000,7800000, Rejected
830,2, Graduate, No,8800000,17700000,14,706,22900000,4300000,30300000,9200000, Approved
831,0, Graduate, No,7300000,14500000,16,811,1000000,12400000,16100000,9600000, Approved
832,2, Graduate, Yes,3800000,9100000,14,849,6300000,2400000,9500000,2500000, Approved
833,3, Graduate, No,6200000,16700000,10,880,15800000,8200000,20100000,9100000, Approved
834,5, Not Graduate, Yes,3500000,9500000,4,664,9500000,500000,7800000,5200000, Approved
835,5, Graduate, Yes,1400000,5000000,2,465,0,2600000,5300000,1500000, Approved
836,3, Not Graduate, Yes,3500000,12000000,2,786,600000,6400000,10700000,1700000, Approved
837,1, Graduate, Yes,600000,2000000,10,326,400000,1000000,2400000,700000, Rejected
838,0, Not Graduate, No,4100000,10800000,16,399,5900000,7600000,12700000,5300000, Rejected
839,2, Not Graduate, Yes,5400000,11500000,6,841,6800000,100000,11100000,6600000, Approved
840,2, Not Graduate, Yes,2000000,6700000,14,638,4900000,200000,4900000,2300000, Approved
841,4, Graduate, Yes,3500000,8900000,4,478,4000000,3900000,11300000,3800000, Rejected
842,0, Graduate, Yes,8300000,30000000,4,600,14600000,12500000,24800000,12000000, Approved
843,0, Graduate, Yes,6700000,15600000,16,768,300000,1800000,26000000,3800000, Approved
844,0, Not Graduate, No,1900000,6500000,10,523,2400000,1100000,6200000,1100000, Rejected
845,2, Graduate, Yes,6500000,20900000,14,327,8200000,100000,22800000,4700000, Rejected
846,1, Graduate, Yes,600000,1800000,8,799,1000000,700000,2200000,800000, Approved
847,5, Graduate, No,7000000,23000000,18,803,18700000,6300000,27800000,4100000, Approved
848,2, Graduate, No,7700000,15400000,18,524,12900000,5100000,21000000,6600000, Rejected
849,1, Graduate, No,2600000,6600000,6,506,2300000,1900000,9600000,2100000, Rejected
850,1, Graduate, No,9200000,18800000,2,351,22400000,2200000,31500000,13000000, Rejected
851,2, Graduate, Yes,1800000,4200000,8,648,1200000,3100000,6200000,1600000, Approved
852,1, Not Graduate, No,4900000,18500000,4,612,6100000,5900000,16400000,2900000, Approved
853,1, Graduate, No,5700000,12400000,14,396,5400000,7500000,17600000,5600000, Rejected
854,3, Not Graduate, No,300000,800000,2,458,500000,0,1100000,200000, Rejected
855,3, Graduate, Yes,1700000,3400000,6,488,100000,500000,4500000,1600000, Rejected
856,4, Graduate, No,7000000,18900000,6,475,1300000,6100000,14700000,5200000, Rejected
857,1, Not Graduate, No,2200000,7000000,18,417,2000000,3900000,6500000,1900000, Rejected
858,2, Not Graduate, No,6800000,18700000,8,781,17600000,900000,23700000,5400000, Approved
859,1, Not Graduate, Yes,2400000,6200000,12,337,3400000,2100000,9400000,2300000, Rejected
860,0, Not Graduate, Yes,600000,1800000,12,511,300000,200000,2200000,400000, Rejected
861,4, Graduate, No,6200000,17300000,6,837,12600000,3700000,24700000,4600000, Approved
862,1, Not Graduate, No,7600000,24600000,12,810,1300000,10500000,30300000,5200000, Approved
863,2, Not Graduate, No,4800000,10600000,8,588,3700000,5200000,15000000,4500000, Approved
864,5, Graduate, No,4200000,9200000,12,870,3200000,2400000,12300000,5700000, Approved
865,0, Not Graduate, Yes,7200000,20700000,10,733,15600000,12000000,19200000,9900000, Approved
866,5, Not Graduate, Yes,6400000,20300000,16,348,10000000,10900000,20400000,6900000, Rejected
867,0, Not Graduate, Yes,8900000,23000000,12,741,5600000,11200000,27100000,7100000, Approved
868,3, Not Graduate, No,5100000,14500000,12,306,700000,8800000,11600000,2900000, Rejected
869,2, Graduate, Yes,6300000,19500000,18,428,15900000,7200000,19900000,6500000, Rejected
870,3, Graduate, No,6600000,22100000,4,455,3800000,3000000,25100000,7400000, Approved
871,1, Not Graduate, Yes,4800000,14700000,2,356,7100000,8800000,13400000,5500000, Approved
872,0, Graduate, No,200000,400000,4,594,500000,0,400000,100000, Approved
873,0, Not Graduate, Yes,7500000,25800000,18,844,9100000,600000,18600000,6500000, Approved
874,4, Graduate, No,9000000,34700000,4,771,4800000,9500000,34100000,7700000, Approved
875,2, Graduate, No,5400000,12500000,4,622,14400000,2900000,11800000,5400000, Approved
876,1, Not Graduate, Yes,1700000,4500000,20,480,200000,600000,5400000,1900000, Rejected
877,4, Graduate, No,4300000,11500000,20,337,11100000,6000000,17000000,5200000, Rejected
878,1, Graduate, No,5200000,11200000,6,698,14100000,7600000,18800000,2700000, Approved
879,4, Not Graduate, No,4400000,17000000,18,302,1000000,2100000,14000000,5700000, Rejected
880,1, Not Graduate, Yes,3900000,7800000,14,349,11200000,500000,11800000,3600000, Rejected
881,0, Graduate, No,1100000,3300000,10,482,2800000,300000,2900000,1600000, Rejected
882,2, Graduate, No,2500000,8200000,10,429,1500000,4100000,5900000,2200000, Rejected
883,4, Graduate, No,500000,1300000,8,471,500000,300000,1500000,700000, Rejected
884,0, Graduate, Yes,9000000,32400000,10,895,16800000,5800000,20700000,9500000, Approved
885,1, Not Graduate, Yes,5100000,20300000,18,757,11800000,3400000,13400000,3200000, Approved
886,2, Graduate, No,5200000,13500000,2,777,7000000,5200000,15500000,6100000, Approved
887,5, Not Graduate, Yes,4400000,8900000,4,761,8100000,1000000,14200000,3000000, Approved
888,1, Graduate, No,1900000,4200000,12,821,5200000,1500000,5000000,2700000, Approved
889,4, Not Graduate, Yes,9200000,26500000,6,662,1000000,400000,26900000,5300000, Approved
890,2, Not Graduate, Yes,4800000,16500000,10,350,2000000,6500000,11400000,2900000, Rejected
891,4, Not Graduate, No,4900000,10700000,20,321,1200000,400000,11100000,6500000, Rejected
892,3, Graduate, Yes,4800000,10100000,4,368,9100000,5100000,16500000,3500000, Rejected
893,4, Graduate, No,9300000,24900000,14,455,27600000,4700000,35100000,13900000, Rejected
894,5, Not Graduate, Yes,7500000,24600000,8,744,1600000,3600000,16700000,9300000, Approved
895,1, Graduate, No,5900000,16800000,4,806,11200000,9700000,22800000,7100000, Approved
896,0, Graduate, No,9400000,27900000,6,456,21400000,18500000,35600000,7800000, Rejected
897,5, Graduate, No,5300000,13400000,8,719,1600000,200000,11400000,5300000, Approved
898,4, Graduate, No,3700000,9000000,18,668,7800000,1600000,13400000,3100000, Approved
899,0, Graduate, Yes,2500000,5800000,18,494,5100000,4400000,8500000,2300000, Rejected
900,4, Not Graduate, No,2800000,10800000,2,841,700000,2600000,7100000,4100000, Approved
901,0, Graduate, Yes,5400000,21400000,8,721,8200000,6400000,16700000,7400000, Approved
902,5, Graduate, No,3100000,9400000,10,414,200000,5300000,8000000,2800000, Rejected
903,5, Not Graduate, No,4800000,15500000,10,812,9500000,1500000,17800000,3500000, Approved
904,1, Not Graduate, No,8800000,17500000,20,832,1800000,3600000,24000000,7400000, Approved
905,2, Graduate, No,4100000,14900000,12,571,-100000,5200000,13000000,3400000, Approved
906,5, Not Graduate, No,9700000,37000000,14,459,28700000,17900000,22800000,5600000, Rejected
907,2, Graduate, Yes,6400000,24100000,6,592,2500000,6300000,20200000,6000000, Approved
908,5, Graduate, No,3400000,13100000,20,527,900000,4500000,8600000,4000000, Rejected
909,4, Not Graduate, No,3500000,10200000,12,333,7600000,6400000,8100000,3400000, Rejected
910,3, Not Graduate, No,3200000,10000000,18,532,3300000,100000,9800000,2100000, Rejected
911,2, Graduate, Yes,4900000,13100000,18,754,8200000,3300000,16500000,7200000, Approved
912,0, Graduate, Yes,1300000,4800000,4,835,500000,100000,3300000,800000, Rejected
913,4, Graduate, No,2500000,5400000,10,592,3400000,1500000,9900000,2900000, Approved
914,0, Graduate, No,7500000,27300000,20,553,11600000,2800000,26200000,6100000, Approved
915,2, Graduate, No,700000,2000000,8,806,1900000,1100000,2200000,400000, Approved
916,4, Graduate, Yes,8200000,28500000,2,378,6800000,11200000,26400000,11500000, Approved
917,1, Not Graduate, No,6900000,26200000,4,534,14500000,11900000,14900000,9400000, Approved
918,1, Not Graduate, Yes,1500000,5900000,16,400,4200000,2400000,4800000,1500000, Rejected
919,3, Graduate, No,6300000,18300000,18,543,1800000,9400000,17700000,3500000, Rejected
920,0, Not Graduate, Yes,8800000,25600000,10,715,25300000,2500000,34900000,8600000, Approved
921,4, Graduate, Yes,8900000,20700000,6,684,1100000,9200000,20400000,6700000, Approved
922,3, Not Graduate, Yes,2100000,6100000,8,346,5500000,600000,4500000,2900000, Rejected
923,1, Graduate, Yes,9200000,29200000,6,669,9900000,12900000,23400000,11700000, Approved
924,2, Not Graduate, No,3600000,8000000,12,566,10500000,3000000,8900000,2700000, Approved
925,0, Not Graduate, Yes,8600000,23600000,2,361,25800000,5300000,24700000,7500000, Rejected
926,5, Graduate, No,3000000,8000000,6,333,3200000,400000,8200000,2200000, Rejected
927,3, Not Graduate, Yes,5200000,16300000,8,335,9500000,7000000,13600000,7300000, Rejected
928,3, Graduate, Yes,7200000,20400000,10,558,0,13200000,27200000,10600000, Approved
929,1, Not Graduate, Yes,4000000,15600000,12,436,10400000,2800000,14800000,3200000, Rejected
930,1, Not Graduate, No,2400000,5200000,2,371,6100000,3100000,8500000,1400000, Rejected
931,2, Not Graduate, Yes,5500000,18400000,10,515,6800000,4400000,18500000,4100000, Rejected
932,0, Not Graduate, Yes,9000000,24300000,10,599,12900000,3400000,26900000,6400000, Approved
933,0, Not Graduate, Yes,7900000,24000000,20,728,18600000,15600000,21800000,7400000, Approved
934,2, Not Graduate, Yes,6200000,21600000,20,679,18600000,2500000,24500000,9100000, Approved
935,3, Graduate, Yes,7900000,29200000,4,399,23200000,5500000,30200000,6900000, Approved
936,3, Not Graduate, No,1200000,4500000,6,819,1400000,1100000,4400000,900000, Approved
937,1, Graduate, No,4700000,11700000,6,308,11800000,1100000,15100000,3700000, Rejected
938,5, Graduate, Yes,5900000,15600000,2,730,12600000,4700000,15900000,5900000, Approved
939,4, Not Graduate, Yes,1400000,5100000,14,312,4000000,1000000,3200000,1400000, Rejected
940,3, Not Graduate, Yes,4700000,12800000,16,740,2200000,8600000,11700000,6100000, Approved
941,5, Graduate, Yes,7600000,20000000,10,522,21500000,1400000,20400000,4300000, Rejected
942,4, Graduate, No,7200000,16900000,4,702,15900000,7100000,22000000,9600000, Approved
943,4, Not Graduate, Yes,1400000,4300000,16,447,3600000,1200000,5300000,1000000, Rejected
944,5, Graduate, No,1400000,2900000,4,829,800000,600000,5400000,1600000, Approved
945,2, Graduate, No,7900000,18500000,18,727,20200000,12400000,19600000,7100000, Approved
946,5, Not Graduate, Yes,7600000,18700000,14,509,8500000,8500000,22200000,3700000, Rejected
947,3, Graduate, Yes,9600000,34200000,2,745,2500000,2000000,33000000,6700000, Approved
948,1, Not Graduate, No,2300000,6600000,18,513,4600000,900000,9000000,1600000, Rejected
949,2, Not Graduate, No,8100000,18500000,6,372,19100000,10200000,31000000,7900000, Rejected
950,2, Graduate, Yes,300000,700000,4,411,600000,0,1200000,100000, Rejected
951,4, Graduate, No,4700000,10800000,20,495,11300000,6800000,17000000,4500000, Rejected
952,5, Not Graduate, No,1100000,2500000,4,827,2400000,1000000,4100000,600000, Approved
953,4, Not Graduate, No,8600000,25100000,6,820,14400000,5000000,26000000,8300000, Approved
954,5, Graduate, Yes,8700000,28100000,10,660,25500000,800000,25900000,10100000, Approved
955,0, Not Graduate, No,2200000,8600000,4,563,900000,1000000,4400000,2800000, Approved
956,1, Not Graduate, Yes,500000,1400000,10,883,900000,0,1700000,300000, Approved
957,0, Not Graduate, Yes,9100000,22000000,12,387,25300000,15600000,31700000,7000000, Rejected
958,1, Graduate, No,2200000,8700000,12,613,500000,1800000,5700000,2400000, Approved
959,0, Not Graduate, Yes,2200000,8000000,14,335,2800000,3700000,6900000,2900000, Rejected
960,1, Graduate, Yes,9600000,34500000,2,795,9500000,900000,32000000,9300000, Approved
961,1, Graduate, Yes,6500000,13900000,8,369,9600000,300000,17200000,8300000, Rejected
962,4, Graduate, Yes,2400000,7400000,18,888,2700000,1600000,7600000,3200000, Approved
963,4, Not Graduate, No,5500000,12300000,6,742,12900000,2700000,19800000,4300000, Approved
964,0, Graduate, No,5000000,14400000,4,874,3000000,9300000,14100000,3900000, Approved
965,1, Graduate, No,2700000,8100000,16,691,2000000,3600000,8100000,2100000, Approved
966,3, Not Graduate, Yes,8500000,30300000,12,762,12700000,3700000,20000000,4200000, Approved
967,1, Graduate, No,4400000,10700000,18,324,2200000,3300000,12700000,5400000, Rejected
968,4, Not Graduate, No,500000,1800000,20,777,900000,300000,1300000,200000, Approved
969,0, Graduate, No,8300000,21400000,2,662,6100000,12300000,24500000,10200000, Approved
970,2, Not Graduate, Yes,6000000,13000000,12,462,2100000,2500000,14600000,5600000, Rejected
971,3, Not Graduate, Yes,4000000,10400000,14,609,2100000,6900000,11700000,4600000, Approved
972,5, Graduate, Yes,4400000,11700000,20,590,900000,2700000,15500000,2300000, Approved
973,3, Graduate, Yes,4400000,15800000,18,779,7200000,5400000,14900000,3600000, Approved
974,2, Graduate, Yes,1900000,5000000,14,641,1000000,900000,5500000,2400000, Approved
975,0, Graduate, Yes,5000000,18400000,12,752,14600000,4000000,10500000,6500000, Approved
976,0, Graduate, No,8000000,23700000,10,305,22200000,11600000,17200000,12000000, Rejected
977,4, Not Graduate, No,8200000,20700000,10,546,10800000,7000000,25000000,10600000, Rejected
978,2, Graduate, No,7000000,24200000,8,833,13700000,4100000,26100000,9100000, Approved
979,2, Not Graduate, No,2400000,8800000,18,421,3200000,1500000,6700000,1400000, Rejected
980,5, Graduate, No,6600000,18800000,4,639,3200000,1100000,25100000,4300000, Approved
981,3, Graduate, No,3200000,6900000,20,735,1500000,3700000,9200000,3100000, Approved
982,0, Not Graduate, Yes,2600000,5400000,2,377,100000,4900000,6100000,2700000, Rejected
983,3, Not Graduate, No,6900000,15600000,20,310,4500000,3600000,20400000,4800000, Rejected
984,4, Graduate, No,4800000,14000000,2,695,11300000,1700000,15400000,4600000, Approved
985,1, Not Graduate, Yes,300000,1200000,4,355,700000,300000,800000,200000, Approved
986,1, Not Graduate, Yes,4300000,14100000,12,525,2100000,1100000,14100000,5500000, Rejected
987,5, Not Graduate, No,700000,2400000,20,330,1300000,700000,2500000,500000, Rejected
988,5, Graduate, No,9400000,25800000,14,625,28200000,15400000,30800000,11100000, Approved
989,3, Not Graduate, Yes,800000,2900000,10,644,600000,500000,2900000,400000, Approved
990,5, Not Graduate, No,4400000,14900000,4,865,8200000,6200000,14900000,3500000, Approved
991,1, Graduate, Yes,4700000,14800000,6,661,8500000,6000000,13600000,6400000, Approved
992,2, Not Graduate, No,2300000,5000000,8,884,1400000,1700000,6100000,1500000, Approved
993,5, Graduate, Yes,8500000,26700000,10,803,500000,16600000,24400000,9600000, Approved
994,2, Graduate, No,7600000,28300000,12,800,19700000,14800000,15600000,7800000, Approved
995,2, Graduate, No,3200000,12600000,18,796,6200000,3500000,9600000,2000000, Approved
996,4, Not Graduate, No,2400000,5000000,4,716,1500000,2800000,6900000,1400000, Approved
997,0, Graduate, Yes,500000,1100000,18,479,1500000,500000,1800000,600000, Rejected
998,3, Not Graduate, Yes,8500000,28300000,2,810,25200000,4300000,18500000,10700000, Approved
999,0, Graduate, Yes,8900000,20900000,18,568,18800000,700000,32700000,5300000, Approved
1000,0, Graduate, No,2800000,5600000,8,842,0,1300000,6100000,1900000, Approved
1001,3, Not Graduate, Yes,2900000,7000000,4,806,5700000,5600000,5900000,3000000, Approved
1002,1, Graduate, Yes,4900000,17700000,8,722,9200000,7300000,16400000,3000000, Approved
1003,5, Not Graduate, No,9600000,20700000,14,442,25800000,9800000,31800000,8200000, Rejected
1004,3, Graduate, Yes,3300000,9800000,6,360,4500000,600000,11000000,4400000, Rejected
1005,3, Not Graduate, No,2800000,5900000,4,461,1600000,400000,8900000,2800000, Rejected
1006,2, Graduate, No,7800000,22200000,10,735,9700000,4600000,23000000,6900000, Approved
1007,4, Graduate, Yes,2500000,8400000,12,761,6300000,1300000,8400000,1600000, Approved
1008,0, Graduate, No,4400000,10600000,20,653,6800000,4600000,16800000,5400000, Approved
1009,0, Not Graduate, No,7900000,30800000,4,726,5000000,14600000,23800000,5500000, Approved
1010,1, Graduate, No,8900000,22600000,18,617,8400000,15500000,27900000,11700000, Approved
1011,0, Graduate, No,5600000,13400000,2,460,3400000,4100000,14800000,4100000, Rejected
1012,1, Not Graduate, No,1400000,3300000,8,306,3200000,800000,2700000,800000, Rejected
1013,5, Graduate, Yes,500000,1400000,4,471,500000,100000,1300000,300000, Rejected
1014,1, Graduate, Yes,5100000,15300000,4,628,6900000,3300000,17600000,2700000, Approved
1015,3, Graduate, No,9800000,25600000,10,404,24400000,6700000,37000000,11500000, Rejected
1016,2, Graduate, Yes,8600000,21600000,16,804,15400000,300000,26800000,7100000, Approved
1017,3, Not Graduate, No,1600000,3900000,20,804,900000,2500000,3200000,800000, Approved
1018,1, Not Graduate, Yes,2500000,6700000,2,502,3400000,2600000,9400000,1400000, Rejected
1019,0, Graduate, No,9500000,22600000,6,861,24700000,13200000,29000000,5600000, Approved
1020,2, Not Graduate, Yes,3000000,7800000,14,555,6600000,2700000,9600000,1700000, Approved
1021,0, Not Graduate, No,5100000,13600000,18,351,1700000,3700000,14400000,7600000, Rejected
1022,2, Not Graduate, Yes,7600000,23600000,6,358,20200000,2900000,22100000,10900000, Rejected
1023,5, Graduate, No,8800000,18800000,14,836,17300000,10100000,32700000,5400000, Approved
